status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,default,amount_per_month,age_group,duration_group,amount_group
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,2389,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,27,stores,own,1,skilled employee/official,1,no,yes,0,132.72222222222223,25-35,medium_term,large
no checking account,12,critical account/other credits existing,radio/television,3331,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,42,stores,own,1,skilled employee/official,1,no,yes,0,277.5833333333333,36-50,short_term,large
no checking account,36,existing credits paid back duly till now,others,7409,unknown/no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/life insurance,37,none,own,2,skilled employee/official,1,no,yes,0,205.80555555555554,36-50,long_term,very_large
... < 100 DM,12,existing credits paid back duly till now,radio/television,652,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,1,no,yes,0,54.333333333333336,under_25,short_term,smallmedium
no checking account,36,delay in paying off in the past,radio/television,7678,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee/official,1,yes,yes,0,213.27777777777777,36-50,long_term,very_large
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,car (new),1343,... < 100 DM,... >= 7 years,1,male : single,none,4,real estate,46,none,own,2,skilled employee/official,2,no,no,0,223.83333333333334,36-50,short_term,smallmedium
... < 100 DM,24,critical account/other credits existing,others,1382,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,1,real estate,26,none,own,2,skilled employee/official,1,yes,yes,0,57.583333333333336,25-35,medium_term,smallmedium
no checking account,15,existing credits paid back duly till now,repairs,874,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee/official,1,no,yes,0,58.266666666666666,under_25,medium_term,smallmedium
... < 100 DM,12,existing credits paid back duly till now,radio/television,3590,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,2,building society savings agreement/life insurance,29,none,own,1,unskilled - resident,2,no,yes,0,299.1666666666667,25-35,short_term,large
0 <= ... < 200 DM,11,critical account/other credits existing,car (new),1322,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee/official,1,no,yes,0,120.18181818181819,36-50,short_term,smallmedium
... < 100 DM,18,all credits at this bank paid back duly,domestic appliances,1940,... < 100 DM,... < 1 year,3,male : single,co-applicant,4,unknown/no property,36,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,107.77777777777777,36-50,medium_term,smallmedium
no checking account,36,existing credits paid back duly till now,domestic appliances,3595,... < 100 DM,... >= 7 years,4,male : single,none,2,car or other,28,none,own,1,skilled employee/official,1,no,yes,0,99.86111111111111,25-35,long_term,large
... < 100 DM,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year,3,male : single,none,2,unknown/no property,27,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,158.0,25-35,short_term,smallmedium
no checking account,30,critical account/other credits existing,domestic appliances,6742,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,36,none,own,2,skilled employee/official,1,no,yes,0,224.73333333333332,36-50,long_term,very_large
no checking account,24,existing credits paid back duly till now,car (used),7814,... < 100 DM,4 <= ... < 7 years,3,male : single,none,3,car or other,38,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,325.5833333333333,36-50,medium_term,very_large
no checking account,24,existing credits paid back duly till now,car (used),9277,unknown/no savings account,1 <= ... < 4 years,2,male : divorced/separated,none,4,unknown/no property,48,none,for free,1,skilled employee/official,1,yes,yes,0,386.5416666666667,36-50,medium_term,very_large
0 <= ... < 200 DM,30,critical account/other credits existing,car (new),2181,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee/official,1,no,yes,0,72.7,36-50,long_term,large
no checking account,18,critical account/other credits existing,domestic appliances,1098,... < 100 DM,unemployed,4,female : divorced/separated/married,none,4,car or other,65,none,own,2,unemployed/unskilled - non-resident,1,no,yes,0,61.0,over_50,medium_term,smallmedium
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4057,... < 100 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,car or other,43,none,own,1,skilled employee/official,1,yes,yes,1,169.04166666666666,36-50,medium_term,large
... < 100 DM,12,existing credits paid back duly till now,retraining,795,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,53,none,own,1,skilled employee/official,1,no,yes,1,66.25,over_50,short_term,smallmedium
0 <= ... < 200 DM,24,critical account/other credits existing,others,2825,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,3,unknown/no property,34,none,own,2,skilled employee/official,2,yes,yes,0,117.70833333333333,25-35,medium_term,large
0 <= ... < 200 DM,48,existing credits paid back duly till now,others,15672,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,23,none,own,1,skilled employee/official,1,yes,yes,1,326.5,under_25,very_long_term,too_much
no checking account,36,critical account/other credits existing,car (new),6614,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,34,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,183.72222222222223,25-35,long_term,very_large
no checking account,28,all credits at this bank paid back duly,car (used),7824,unknown/no savings account,... < 1 year,3,male : single,guarantor,4,real estate,40,bank,rent,2,skilled employee/official,2,yes,yes,0,279.42857142857144,36-50,long_term,very_large
... < 100 DM,27,critical account/other credits existing,others,2442,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,43,stores,own,4,management/self-employed/highly qualified employee/officer,2,yes,yes,0,90.44444444444444,36-50,long_term,large
no checking account,15,critical account/other credits existing,domestic appliances,1829,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,46,none,own,2,skilled employee/official,1,yes,yes,0,121.93333333333334,36-50,medium_term,smallmedium
... < 100 DM,12,critical account/other credits existing,car (new),2171,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,building society savings agreement/life insurance,38,bank,own,2,unskilled - resident,1,no,no,0,180.91666666666666,36-50,short_term,large
0 <= ... < 200 DM,36,critical account/other credits existing,car (used),5800,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,34,none,own,2,skilled employee/official,1,yes,yes,0,161.11111111111111,25-35,long_term,very_large
no checking account,18,critical account/other credits existing,domestic appliances,1169,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,29,none,own,2,skilled employee/official,1,yes,yes,0,64.94444444444444,25-35,medium_term,smallmedium
no checking account,36,delay in paying off in the past,car (used),8947,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,2,car or other,31,stores,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0,248.52777777777777,25-35,long_term,very_large
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,2606,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,28,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,124.0952380952381,25-35,medium_term,large
no checking account,12,critical account/other credits existing,radio/television,1592,... >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,35,none,own,1,skilled employee/official,1,no,no,0,132.66666666666666,25-35,short_term,smallmedium
no checking account,15,existing credits paid back duly till now,radio/television,2186,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1,no,yes,0,145.73333333333332,25-35,medium_term,large
... < 100 DM,18,existing credits paid back duly till now,radio/television,4153,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,42,none,own,1,skilled employee/official,1,no,yes,1,230.72222222222223,36-50,medium_term,large
... < 100 DM,16,critical account/other credits existing,car (new),2625,... < 100 DM,... >= 7 years,2,male : single,guarantor,4,building society savings agreement/life insurance,43,bank,rent,1,skilled employee/official,1,yes,yes,1,164.0625,36-50,medium_term,large
no checking account,20,critical account/other credits existing,car (new),3485,unknown/no savings account,... < 1 year,2,male : divorced/separated,none,4,real estate,44,none,own,2,skilled employee/official,1,yes,yes,0,174.25,36-50,medium_term,large
no checking account,36,critical account/other credits existing,car (used),10477,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,42,none,for free,2,skilled employee/official,1,no,yes,0,291.02777777777777,36-50,long_term,too_much
no checking account,15,existing credits paid back duly till now,domestic appliances,1386,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,rent,1,skilled employee/official,1,yes,yes,0,92.4,36-50,medium_term,smallmedium
no checking account,24,existing credits paid back duly till now,domestic appliances,1278,... < 100 DM,... >= 7 years,4,male : single,none,1,real estate,36,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,53.25,36-50,medium_term,smallmedium
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,1107,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,20,none,rent,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0,92.25,under_25,short_term,smallmedium
... < 100 DM,21,existing credits paid back duly till now,car (new),3763,unknown/no savings account,4 <= ... < 7 years,2,male : single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,no,no,0,179.1904761904762,under_25,medium_term,large
0 <= ... < 200 DM,36,existing credits paid back duly till now,retraining,3711,unknown/no savings account,1 <= ... < 4 years,2,male : married/widowed,none,2,car or other,27,none,own,1,skilled employee/official,1,no,yes,0,103.08333333333333,25-35,long_term,large
no checking account,15,delay in paying off in the past,car (used),3594,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,46,none,own,2,unskilled - resident,1,no,yes,0,239.6,36-50,medium_term,large
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),3195,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,no,yes,0,355.0,25-35,short_term,large
no checking account,36,delay in paying off in the past,domestic appliances,4454,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee/official,1,no,yes,0,123.72222222222223,25-35,long_term,large
0 <= ... < 200 DM,24,critical account/other credits existing,radio/television,4736,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,car or other,25,bank,own,1,unskilled - resident,1,no,yes,1,197.33333333333334,under_25,medium_term,large
0 <= ... < 200 DM,30,existing credits paid back duly till now,domestic appliances,2991,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,25,none,own,1,skilled employee/official,1,no,yes,0,99.7,under_25,long_term,large
no checking account,11,existing credits paid back duly till now,others,2142,... >= 1000 DM,... >= 7 years,1,male : divorced/separated,none,2,real estate,28,none,own,1,skilled employee/official,1,yes,yes,0,194.72727272727272,25-35,short_term,large
